
5999	DFY	14731.5	125.145415417	14942	14437	D-edges 378 	D-max-degree 23 	D-min-degree 7 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 38 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 13 	DD 30 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 19 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 9
5883	A2U	13984.25	118.502900808	14166	13751	D-edges 367 	D-max-degree 22 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 32 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 18 	DD 28 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5882	A3P	13980.5625	119.285355739	14217	13757	D-edges 365 	D-max-degree 21 	D-min-degree 9 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 30 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 20 	DD 30 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5881	CP6	13976.9375	113.930608678	14251	13784	D-edges 372 	D-max-degree 21 	D-min-degree 8 	D-max-in-degree 12 	D-min-in-degree 2 	D-max-out-degree 13 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 31 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 19 	DD 34 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5880	ATJ	13967.125	229.36457742	14341	13428	D-edges 367 	D-max-degree 21 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 33 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 17 	DD 29 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5879	AD3	13966.25	161.372434139	14202	13703	D-edges 366 	D-max-degree 21 	D-min-degree 9 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 29 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 21 	DD 30 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5878	ANK	13966.125	135.909379275	14242	13753	D-edges 369 	D-max-degree 22 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 32 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 18 	DD 28 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5877	A37	13963.25	139.443312855	14258	13705	D-edges 369 	D-max-degree 22 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 32 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 18 	DD 28 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5876	ATL	13960.75	112.556374764	14187	13785	D-edges 367 	D-max-degree 21 	D-min-degree 9 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 29 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 21 	DD 30 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5875	B5P	13960.125	160.231814491	14233	13756	D-edges 372 	D-max-degree 22 	D-min-degree 7 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 32 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 18 	DD 14 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5874	CJA	13946.375	119.969201777	14134	13719	D-edges 372 	D-max-degree 21 	D-min-degree 7 	D-max-in-degree 11 	D-min-in-degree 3 	D-max-out-degree 13 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 35 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 16 	DD 31 	NSUC.disc 5 	CSUC.disc 1 	min_CSUC.disc 5 	all_sinkless_cycles 5 	NSUC.conn 0 	NSUC-D-max-degree 19 	NSUC-D-max-in-degree 9 	NSUC-D-max-out-degree 12
5873	AW6	13944.75	148.174938839	14147	13610	D-edges 372 	D-max-degree 22 	D-min-degree 9 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 31 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 19 	DD 25 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5872	C6I	13943.5625	111.840829279	14130	13716	D-edges 373 	D-max-degree 24 	D-min-degree 7 	D-max-in-degree 15 	D-min-in-degree 2 	D-max-out-degree 13 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 39 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 14 	DD 35 	NSUC.disc 11 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 11 	NSUC.conn 0 	NSUC-D-max-degree 24 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 13
5871	CKU	13938.5	152.4913932	14311	13690	D-edges 374 	D-max-degree 22 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 37 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 14 	DD 4 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 6 	NSUC.conn 6 	NSUC-D-max-degree 20 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 9
5870	CWX	13933.375	129.429457138	14200	13730	D-edges 377 	D-max-degree 22 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 37 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 14 	DD 32 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 19 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 9
5869	AZB	13931.25	131.11564552	14231	13767	D-edges 369 	D-max-degree 22 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 32 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 18 	DD 28 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5868	AOJ	13924.3125	102.581503419	14133	13693	D-edges 372 	D-max-degree 22 	D-min-degree 9 	D-max-in-degree 14 	D-min-in-degree 3 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 31 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 19 	DD 23 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5867	AVO	13921.625	166.566006061	14139	13523	D-edges 367 	D-max-degree 22 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 32 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 18 	DD 28 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5866	C7J	13912.875	186.496271746	14253	13634	D-edges 369 	D-max-degree 22 	D-min-degree 8 	D-max-in-degree 15 	D-min-in-degree 3 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 32 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 18 	DD 28 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5865	C45	13912.8125	185.719283715	14208	13522	D-edges 359 	D-max-degree 22 	D-min-degree 8 	D-max-in-degree 15 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 32 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 19 	DD 28 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 19 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 9
5864	C46	13909.1875	88.0562453421	14153	13725	D-edges 383 	D-max-degree 24 	D-min-degree 8 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 34 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 17 	DD 35 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 24 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 11
5863	CU5	13908.5625	136.3900513	14115	13723	D-edges 372 	D-max-degree 25 	D-min-degree 10 	D-max-in-degree 14 	D-min-in-degree 3 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 36 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 15 	DD 31 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 25 	NSUC-D-max-in-degree 14 	NSUC-D-max-out-degree 13
5862	A2H	13900.9375	197.761367799	14336	13585	D-edges 367 	D-max-degree 22 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 32 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 18 	DD 28 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5861	AHI	13897.25	172.835362412	14306	13626	D-edges 373 	D-max-degree 22 	D-min-degree 6 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 35 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 15 	DD 8 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5860	CLB	13879.125	137.966424811	14101	13563	D-edges 369 	D-max-degree 20 	D-min-degree 6 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 34 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 16 	DD 26 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5859	ASW	13877.1875	200.866628248	14238	13608	D-edges 367 	D-max-degree 22 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 32 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 18 	DD 28 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5858	A44	13876.625	125.555204492	14085	13625	D-edges 376 	D-max-degree 24 	D-min-degree 8 	D-max-in-degree 13 	D-min-in-degree 3 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 33 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 18 	DD 14 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 3 	NSUC.conn 3 	NSUC-D-max-degree 24 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 13
5857	AXW	13873.875	139.229969385	14182	13619	D-edges 370 	D-max-degree 22 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 3 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 30 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 20 	DD 34 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5856	BG5	13869.6875	179.382523797	14267	13534	D-edges 362 	D-max-degree 23 	D-min-degree 7 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 34 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 16 	DD 4 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5855	CZN	13869.625	190.938103518	14173	13568	D-edges 366 	D-max-degree 22 	D-min-degree 8 	D-max-in-degree 13 	D-min-in-degree 3 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 34 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 17 	DD 34 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 19 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 9
5854	DCD	13868.6875	129.690361414	14107	13621	D-edges 368 	D-max-degree 22 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 30 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 20 	DD 26 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5853	CFV	13868.0	87.2396125622	14008	13691	D-edges 383 	D-max-degree 25 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 3 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 34 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 16 	DD 16 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5852	UP	13867.8125	90.7546271203	13993	13713	D-edges 367 	D-max-degree 21 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 1 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 29 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 22 	DD 31 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 18 	NSUC-D-max-in-degree 13 	NSUC-D-max-out-degree 11
5851	AJU	13867.5625	154.837805764	14164	13475	D-edges 365 	D-max-degree 21 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 31 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 19 	DD 28 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5850	AY4	13854.0	91.3058048538	14016	13641	D-edges 367 	D-max-degree 20 	D-min-degree 8 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 26 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 24 	DD 27 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5849	AH2	13852.0625	117.968464404	14025	13567	D-edges 374 	D-max-degree 23 	D-min-degree 7 	D-max-in-degree 14 	D-min-in-degree 3 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 36 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 14 	DD 22 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5848	AOS	13846.9375	231.391839946	14342	13487	D-edges 367 	D-max-degree 22 	D-min-degree 7 	D-max-in-degree 13 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 32 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 18 	DD 28 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5847	C6H	13846.4375	90.1248916435	14021	13666	D-edges 371 	D-max-degree 24 	D-min-degree 7 	D-max-in-degree 14 	D-min-in-degree 3 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 30 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 21 	DD 29 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 19 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 9
5846	BUL	13842.25	165.25491672	14155	13540	D-edges 370 	D-max-degree 23 	D-min-degree 8 	D-max-in-degree 12 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 41 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 12 	DD 34 	NSUC.disc 17 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 17 	NSUC.conn 0 	NSUC-D-max-degree 23 	NSUC-D-max-in-degree 12 	NSUC-D-max-out-degree 13
5845	BGH	13837.25	166.177803873	14143	13540	D-edges 359 	D-max-degree 21 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 13 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 30 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 20 	DD 31 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5844	CCY	13836.6875	144.300779082	14076	13513	D-edges 365 	D-max-degree 23 	D-min-degree 7 	D-max-in-degree 14 	D-min-in-degree 1 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 34 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 17 	DD 10 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 18 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 9
5843	AMB	13833.25	106.182920001	13979	13656	D-edges 366 	D-max-degree 21 	D-min-degree 7 	D-max-in-degree 16 	D-min-in-degree 3 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 35 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 16 	DD 37 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 18 	NSUC-D-max-in-degree 9 	NSUC-D-max-out-degree 9
5842	C7K	13832.1875	130.338606498	14089	13580	D-edges 374 	D-max-degree 25 	D-min-degree 6 	D-max-in-degree 14 	D-min-in-degree 3 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 33 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 17 	DD 12 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5841	AFL	13823.0625	166.520069643	14145	13567	D-edges 365 	D-max-degree 21 	D-min-degree 8 	D-max-in-degree 16 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 35 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 15 	DD 22 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5840	A64	13818.0	79.9687438941	14027	13731	D-edges 369 	D-max-degree 20 	D-min-degree 9 	D-max-in-degree 14 	D-min-in-degree 3 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 32 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 18 	DD 11 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5839	AQD	13814.5	113.311517508	14011	13624	D-edges 373 	D-max-degree 22 	D-min-degree 7 	D-max-in-degree 15 	D-min-in-degree 2 	D-max-out-degree 13 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 29 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 23 	DD 27 	NSUC.disc 7 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 7 	NSUC.conn 0 	NSUC-D-max-degree 21 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 13
5838	A3E	13810.9375	110.840239055	13982	13625	D-edges 369 	D-max-degree 22 	D-min-degree 8 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 32 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 18 	DD 28 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5837	AXX	13807.25	143.452300435	14074	13577	D-edges 366 	D-max-degree 23 	D-min-degree 8 	D-max-in-degree 15 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 31 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 19 	DD 31 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5836	CVT	13802.8125	135.488107758	14075	13535	D-edges 364 	D-max-degree 23 	D-min-degree 7 	D-max-in-degree 15 	D-min-in-degree 2 	D-max-out-degree 13 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 31 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 19 	DD 33 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5835	AS6	13800.875	177.104797719	14102	13377	D-edges 366 	D-max-degree 21 	D-min-degree 8 	D-max-in-degree 13 	D-min-in-degree 3 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 31 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 19 	DD 29 	NSUC.disc 0 	CSUC.disc 0 	min_CSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0 	NSUC-D-max-degree 0	NSUC-D-max-in-degree 0	NSUC-D-max-out-degree 0
5834	XP	13797.5	122.607096043	14017	13638	D-edges 360 	D-max-degree 21 	D-min-degree 7 	D-max-in-degree 14 	D-min-in-degree 2 	D-max-out-degree 14 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 30 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 21 	DD 33 	NSUC.disc 3 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 3 	NSUC.conn 0 	NSUC-D-max-degree 18 	NSUC-D-max-in-degree 11 	NSUC-D-max-out-degree 11
