
5999	AFR	13935.125	214.467327057	14322	13467	D-edges 99 	D-max-degree 16 	D-min-degree 5 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 11 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 16 	NSUC.disc 10 	CSUC.disc 3 	min_CSUC.disc 3 	all_sinkless_cycles 10 	NSUC.conn 0 	NSUC-D-max-degree 16 	NSUC-D-max-in-degree 10 	NSUC-D-max-out-degree 11
5949	XY	13403.0	145.697460513	13667	13113	D-edges 89 	D-max-degree 13 	D-min-degree 3 	D-max-in-degree 8 	D-min-in-degree 0 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 15 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5948	VS	13394.8125	246.298654775	13914	13059	D-edges 87 	D-max-degree 12 	D-min-degree 4 	D-max-in-degree 8 	D-min-in-degree 0 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5947	2O	13388.875	180.625605535	13638	12851	D-edges 89 	D-max-degree 13 	D-min-degree 3 	D-max-in-degree 8 	D-min-in-degree 0 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 11 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 13 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5946	LG	13386.3125	347.338940869	13774	12422	D-edges 88 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5945	W6	13385.875	231.025127151	13859	12944	D-edges 100 	D-max-degree 16 	D-min-degree 4 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 16 	NSUC.disc 10 	CSUC.disc 3 	min_CSUC.disc 3 	all_sinkless_cycles 10 	NSUC.conn 0 	NSUC-D-max-degree 16 	NSUC-D-max-in-degree 9 	NSUC-D-max-out-degree 12
5944	XZ	13384.625	261.193863586	13950	13030	D-edges 100 	D-max-degree 17 	D-min-degree 4 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 16 	NSUC.disc 10 	CSUC.disc 3 	min_CSUC.disc 3 	all_sinkless_cycles 10 	NSUC.conn 0 	NSUC-D-max-degree 17 	NSUC-D-max-in-degree 10 	NSUC-D-max-out-degree 12
5943	WD	13380.9375	147.628955811	13652	13080	D-edges 91 	D-max-degree 14 	D-min-degree 3 	D-max-in-degree 8 	D-min-in-degree 0 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 15 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 14 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 6
5942	ZZ	13372.1875	278.017134982	13865	12800	D-edges 98 	D-max-degree 16 	D-min-degree 4 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 16 	NSUC.disc 10 	CSUC.disc 3 	min_CSUC.disc 3 	all_sinkless_cycles 10 	NSUC.conn 0 	NSUC-D-max-degree 16 	NSUC-D-max-in-degree 10 	NSUC-D-max-out-degree 12
5941	WL	13370.25	227.905545128	13829	12893	D-edges 91 	D-max-degree 13 	D-min-degree 3 	D-max-in-degree 8 	D-min-in-degree 0 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 15 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 13 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5940	XC	13368.875	168.957048906	13794	13048	D-edges 88 	D-max-degree 13 	D-min-degree 3 	D-max-in-degree 8 	D-min-in-degree 0 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 15 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 7 	NSUC-D-max-out-degree 5
5939	WR	13368.3125	236.043883301	13738	12891	D-edges 99 	D-max-degree 16 	D-min-degree 4 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 16 	NSUC.disc 10 	CSUC.disc 3 	min_CSUC.disc 3 	all_sinkless_cycles 10 	NSUC.conn 0 	NSUC-D-max-degree 16 	NSUC-D-max-in-degree 9 	NSUC-D-max-out-degree 12
5938	YK	13363.75	230.25515738	13830	13007	D-edges 100 	D-max-degree 16 	D-min-degree 4 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 16 	NSUC.disc 10 	CSUC.disc 3 	min_CSUC.disc 3 	all_sinkless_cycles 10 	NSUC.conn 0 	NSUC-D-max-degree 16 	NSUC-D-max-in-degree 10 	NSUC-D-max-out-degree 12
5937	QD	13362.5625	235.057963264	13765	12933	D-edges 89 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 14 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5936	ZO	13360.4375	229.578137229	13826	12913	D-edges 96 	D-max-degree 16 	D-min-degree 4 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 15 	NSUC.disc 10 	CSUC.disc 3 	min_CSUC.disc 3 	all_sinkless_cycles 10 	NSUC.conn 0 	NSUC-D-max-degree 16 	NSUC-D-max-in-degree 9 	NSUC-D-max-out-degree 12
5935	WY	13359.6875	263.150555469	13904	12867	D-edges 100 	D-max-degree 16 	D-min-degree 4 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 16 	NSUC.disc 10 	CSUC.disc 3 	min_CSUC.disc 3 	all_sinkless_cycles 10 	NSUC.conn 0 	NSUC-D-max-degree 16 	NSUC-D-max-in-degree 9 	NSUC-D-max-out-degree 12
5934	QP	13358.5	226.618898153	13717	12920	D-edges 87 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5933	W7	13343.5	229.894812904	13672	12884	D-edges 100 	D-max-degree 16 	D-min-degree 4 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 16 	NSUC.disc 10 	CSUC.disc 3 	min_CSUC.disc 3 	all_sinkless_cycles 10 	NSUC.conn 0 	NSUC-D-max-degree 16 	NSUC-D-max-in-degree 9 	NSUC-D-max-out-degree 12
5932	QY	13340.0625	217.790457995	13589	12913	D-edges 87 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5931	QZ	13330.375	280.844235075	13925	12827	D-edges 90 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 14 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5930	MG	13329.125	259.362409333	13739	12874	D-edges 90 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5929	OY	13328.1875	255.145845241	13666	12802	D-edges 88 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5928	TG	13327.9375	290.001394124	13731	12569	D-edges 90 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 14 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 11 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5927	JF	13323.9375	234.032975441	13681	12815	D-edges 88 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5926	SM	13319.5	261.049564259	13701	12939	D-edges 87 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5925	PR	13314.875	280.738952365	13794	12621	D-edges 91 	D-max-degree 13 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 13 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5924	O5	13314.1875	252.679940525	13751	12711	D-edges 88 	D-max-degree 12 	D-min-degree 4 	D-max-in-degree 8 	D-min-in-degree 0 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 11 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5923	MY	13309.875	201.119639456	13619	12996	D-edges 88 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 0 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5922	3L	13306.3125	196.034983724	13677	12823	D-edges 98 	D-max-degree 16 	D-min-degree 4 	D-max-in-degree 10 	D-min-in-degree 1 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 16 	NSUC.disc 10 	CSUC.disc 3 	min_CSUC.disc 3 	all_sinkless_cycles 10 	NSUC.conn 0 	NSUC-D-max-degree 16 	NSUC-D-max-in-degree 10 	NSUC-D-max-out-degree 12
5921	Q5	13291.75	250.132839707	13761	12971	D-edges 87 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5920	VT	13290.6875	166.405648473	13606	13011	D-edges 91 	D-max-degree 15 	D-min-degree 3 	D-max-in-degree 9 	D-min-in-degree 0 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 16 	NSUC.disc 9 	CSUC.disc 3 	min_CSUC.disc 3 	all_sinkless_cycles 9 	NSUC.conn 0 	NSUC-D-max-degree 15 	NSUC-D-max-in-degree 9 	NSUC-D-max-out-degree 8
5919	P3	13290.25	184.78585579	13589	12905	D-edges 86 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 0 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5918	P5	13288.5	239.161294945	13606	12760	D-edges 87 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 11 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5917	AAM	13286.375	195.672837601	13667	12951	D-edges 98 	D-max-degree 16 	D-min-degree 4 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 16 	NSUC.disc 10 	CSUC.disc 3 	min_CSUC.disc 3 	all_sinkless_cycles 10 	NSUC.conn 0 	NSUC-D-max-degree 16 	NSUC-D-max-in-degree 9 	NSUC-D-max-out-degree 12
5916	VM	13283.0625	168.136279826	13579	12956	D-edges 98 	D-max-degree 16 	D-min-degree 4 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 16 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 14 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 8
5915	TM	13282.25	158.104988852	13546	13011	D-edges 91 	D-max-degree 14 	D-min-degree 3 	D-max-in-degree 8 	D-min-in-degree 0 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 16 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 14 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 8
5914	V3	13279.4375	151.131965824	13479	12991	D-edges 89 	D-max-degree 15 	D-min-degree 3 	D-max-in-degree 9 	D-min-in-degree 0 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 15 	NSUC.disc 9 	CSUC.disc 3 	min_CSUC.disc 3 	all_sinkless_cycles 9 	NSUC.conn 0 	NSUC-D-max-degree 15 	NSUC-D-max-in-degree 9 	NSUC-D-max-out-degree 8
5913	Q2	13277.5625	253.999746247	13670	12758	D-edges 87 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 11 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5912	PD	13265.875	362.132550836	13938	12711	D-edges 90 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 14 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5911	OO	13264.1875	297.451302474	13763	12821	D-edges 92 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 14 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 6
5910	3J	13260.125	298.861773024	13897	12791	D-edges 99 	D-max-degree 16 	D-min-degree 4 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 12 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 16 	NSUC.disc 7 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 7 	NSUC.conn 0 	NSUC-D-max-degree 16 	NSUC-D-max-in-degree 9 	NSUC-D-max-out-degree 12
5909	UF	13258.5	257.767336953	13583	12709	D-edges 88 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5908	N3	13256.625	214.758840039	13620	12853	D-edges 90 	D-max-degree 13 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 13 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5907	T5	13256.4375	228.148791568	13717	12894	D-edges 87 	D-max-degree 12 	D-min-degree 4 	D-max-in-degree 8 	D-min-in-degree 0 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5906	QW	13255.875	236.592443613	13643	12808	D-edges 89 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5905	PN	13255.625	285.966535411	13706	12774	D-edges 88 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5904	OK	13252.5625	241.749345591	13681	12700	D-edges 87 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 0 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5903	RA	13249.875	221.007034673	13580	12882	D-edges 87 	D-max-degree 12 	D-min-degree 4 	D-max-in-degree 8 	D-min-in-degree 0 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5902	P7	13249.0	246.531945192	13794	12675	D-edges 89 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 12 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5901	OL	13247.9375	226.231482322	13682	12800	D-edges 88 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 9 	DD 13 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 11 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
5900	SK	13247.5625	228.812414641	13715	12919	D-edges 89 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 12 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 10 	DD 12 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0 	NSUC-D-max-degree 11 	NSUC-D-max-in-degree 8 	NSUC-D-max-out-degree 5
