# generation	 generation_size	 entropy	 age_avg	 size_avg	 fitness_avg	 fitness_max	 fitness_min	 sigma	 tau	 evaluations
283	 6	 7.4886	 26.475	 96	 13682.5	 13778.6	 13645.6	 0.000683358	 2	 1711
284	 4	 7.4886	 27.225	 96	 13682.5	 13778.6	 13645.6	 0.000615022	 2	 1715
285	 6	 7.49461	 26.125	 96	 13684.9	 13778.6	 13646.6	 0.000615022	 2	 1721
286	 5	 7.49461	 26.875	 96	 13684.9	 13778.6	 13646.6	 0.00055352	 2	 1726
287	 5	 7.49461	 27.625	 96	 13684.9	 13778.6	 13646.6	 0.000498168	 2	 1731
288	 3	 7.49461	 28.375	 96	 13684.9	 13778.6	 13646.6	 0.000448351	 2	 1734
289	 6	 7.49461	 29.125	 96	 13684.9	 13778.6	 13646.6	 0.000403516	 2	 1740
290	 7	 7.49277	 27.975	 96	 13685.1	 13778.6	 13647.8	 0.000363164	 2	 1747
291	 5	 7.49835	 26.925	 96	 13685.4	 13778.6	 13648.3	 0.000326848	 2	 1752
292	 2	 7.49835	 27.675	 96	 13685.4	 13778.6	 13648.3	 0.000294163	 2	 1754
293	 8	 7.49835	 28.425	 96	 13685.4	 13778.6	 13648.3	 0.000264747	 2	 1762
294	 8	 7.49835	 29.175	 96	 13685.4	 13778.6	 13648.3	 0.000238272	 2	 1770
295	 7	 7.49835	 29.925	 96	 13685.4	 13778.6	 13648.3	 0.000214445	 2	 1777
296	 4	 7.49835	 30.675	 96	 13685.4	 13778.6	 13648.3	 0.000193	 2	 1781
297	 6	 7.49972	 29.5	 96	 13686.2	 13778.6	 13648.4	 0.0001737	 2	 1787
298	 3	 7.49972	 30.25	 96	 13686.2	 13778.6	 13648.4	 0.00015633	 2	 1790
299	 5	 7.49177	 29.675	 96	 13686.8	 13778.6	 13650.5	 0.000140697	 2	 1795
300	 5	 7.49177	 30.425	 96	 13686.8	 13778.6	 13650.5	 0.000126628	 2	 1800
301	 9	 7.49177	 31.175	 96	 13686.8	 13778.6	 13650.5	 0.000113965	 2	 1809
302	 7	 7.49568	 31.3	 96	 13688.3	 13778.6	 13651.2	 0.000102568	 2	 1816
303	 3	 7.49568	 32.05	 96	 13688.3	 13778.6	 13651.2	 9.23115e-05	 2	 1819
304	 6	 7.49695	 30.725	 96	 13689.8	 13778.6	 13652.4	 8.30804e-05	 2	 1825
305	 8	 7.49695	 31.475	 96	 13689.8	 13778.6	 13652.4	 7.47723e-05	 2	 1833
306	 8	 7.49446	 30.3	 96	 13689.9	 13778.6	 13653.3	 6.72951e-05	 2	 1841
307	 4	 7.50401	 29.625	 96	 13691.2	 13778.6	 13655.2	 6.05656e-05	 2	 1845
308	 6	 7.50104	 28.725	 96	 13691.8	 13778.6	 13655.3	 6.05656e-05	 2	 1851
309	 6	 7.50565	 29.4	 96	 13692	 13778.6	 13656.1	 5.4509e-05	 2	 1857
310	 8	 7.50642	 29.175	 96	 13693.8	 13778.6	 13656.9	 5.4509e-05	 2	 1865
311	 9	 7.50642	 29.925	 96	 13693.8	 13778.6	 13656.9	 4.90581e-05	 2	 1874
312	 6	 7.50642	 30.675	 96	 13693.8	 13778.6	 13656.9	 4.41523e-05	 2	 1880
313	 9	 7.50533	 29.15	 96	 13694.1	 13778.6	 13657.7	 3.97371e-05	 2	 1889
314	 5	 7.50533	 29.9	 96	 13694.1	 13778.6	 13657.7	 3.57634e-05	 2	 1894
315	 3	 7.50533	 30.65	 96	 13694.1	 13778.6	 13657.7	 3.2187e-05	 2	 1897
316	 6	 7.50223	 30.5	 96	 13694.3	 13778.6	 13657.8	 2.89683e-05	 2	 1903
317	 6	 7.50223	 31.25	 96	 13694.3	 13778.6	 13657.8	 2.60715e-05	 2	 1909
318	 4	 7.50479	 31.525	 96	 13694.9	 13778.6	 13658.1	 2.34644e-05	 2	 1913
319	 4	 7.51301	 30.85	 96	 13695	 13778.6	 13659	 2.11179e-05	 2	 1917
320	 2	 7.51301	 31.6	 96	 13695	 13778.6	 13659	 1.90061e-05	 2	 1919
321	 6	 7.51301	 32.35	 96	 13695	 13778.6	 13659	 1.71055e-05	 2	 1925
322	 8	 7.51301	 33.1	 96	 13695	 13778.6	 13659	 1.5395e-05	 2	 1933
323	 7	 7.51245	 29.95	 96	 13697.6	 13778.6	 13661.5	 1.5395e-05	 2	 1940
324	 7	 7.51245	 30.7	 96	 13697.6	 13778.6	 13661.5	 1.38555e-05	 2	 1947
325	 6	 7.51061	 29.225	 96	 13698	 13778.6	 13661.9	 1.24699e-05	 2	 1953
326	 6	 7.51403	 29.55	 96	 13698.1	 13778.6	 13662.6	 1.12229e-05	 2	 1959
327	 7	 7.51403	 30.3	 96	 13698.1	 13778.6	 13662.6	 1.01006e-05	 2	 1966
328	 6	 7.50921	 30.825	 96	 13698.7	 13778.6	 13664.1	 1.01006e-05	 2	 1972
329	 9	 7.51126	 30.825	 96	 13700	 13778.6	 13664.9	 9.09057e-06	 2	 1981
330	 7	 7.51126	 31.575	 96	 13700	 13778.6	 13664.9	 8.18151e-06	 2	 1988
331	 7	 7.51126	 32.325	 96	 13700	 13778.6	 13664.9	 7.36336e-06	 2	 1995
332	 5	 7.50607	 30.5	 96	 13700.4	 13778.6	 13665.6	 7.36336e-06	 2	 2000
333	 5	 7.5071	 28.8	 96	 13703.4	 13778.6	 13668.2	 7.36336e-06	 2	 2005
334	 6	 7.5071	 29.55	 96	 13703.4	 13778.6	 13668.2	 6.62703e-06	 2	 2011
335	 6	 7.50503	 29.825	 96	 13703.9	 13778.6	 13669.1	 6.62703e-06	 2	 2017
336	 4	 7.50797	 28	 96	 13704.2	 13778.6	 13674.2	 6.62703e-06	 2	 2021
337	 3	 7.50871	 26.85	 96	 13705	 13778.6	 13676.6	 6.62703e-06	 2	 2024
338	 6	 7.52289	 24.95	 96	 13705.6	 13778.6	 13678.6	 5.96432e-06	 2	 2030
339	 3	 7.52289	 25.7	 96	 13705.6	 13778.6	 13678.6	 5.36789e-06	 2	 2033
340	 6	 7.52581	 26.35	 96	 13706	 13778.6	 13678.8	 4.8311e-06	 2	 2039
341	 8	 7.52581	 27.1	 96	 13706	 13778.6	 13678.8	 4.34799e-06	 2	 2047
342	 6	 7.52581	 27.85	 96	 13706	 13778.6	 13678.8	 3.91319e-06	 2	 2053
343	 3	 7.52581	 28.6	 96	 13706	 13778.6	 13678.8	 3.52187e-06	 2	 2056
344	 6	 7.52581	 29.35	 96	 13706	 13778.6	 13678.8	 3.16969e-06	 2	 2062
345	 7	 7.52581	 30.1	 96	 13706	 13778.6	 13678.8	 2.85272e-06	 2	 2069
346	 6	 7.52581	 30.85	 96	 13706	 13778.6	 13678.8	 2.56745e-06	 2	 2075
347	 5	 7.5318	 28.125	 96	 13708.9	 13778.6	 13679.6	 2.56745e-06	 2	 2080
348	 4	 7.53067	 26.375	 96	 13711.4	 13779.6	 13679.8	 0.100002	 2	 2084
349	 7	 7.53067	 27.125	 96	 13711.4	 13779.6	 13679.8	 0.0900021	 2	 2091
350	 7	 7.53067	 27.875	 96	 13711.4	 13779.6	 13679.8	 0.0810019	 2	 2098
351	 5	 7.54655	 27.45	 96	 13711.8	 13779.6	 13680.7	 0.0810019	 2	 2103
352	 4	 7.54655	 28.2	 96	 13711.8	 13779.6	 13680.7	 0.0729017	 2	 2107
353	 7	 7.54655	 28.95	 96	 13711.8	 13779.6	 13680.7	 0.0656115	 2	 2114
354	 4	 7.54655	 29.7	 96	 13711.8	 13779.6	 13680.7	 0.0590504	 2	 2118
355	 5	 7.54655	 30.45	 96	 13711.8	 13779.6	 13680.7	 0.0531453	 2	 2123
356	 7	 7.54676	 30.25	 96	 13712.7	 13779.6	 13682.4	 0.0478308	 2	 2130
357	 6	 7.54676	 31	 96	 13712.7	 13779.6	 13682.4	 0.0430477	 2	 2136
358	 6	 7.54676	 31.75	 96	 13712.7	 13779.6	 13682.4	 0.0387429	 2	 2142
359	 5	 7.54727	 30.95	 96	 13713.3	 13779.6	 13683.4	 0.0348686	 2	 2147
360	 4	 7.54727	 31.7	 96	 13713.3	 13779.6	 13683.4	 0.0313818	 2	 2151
361	 8	 7.54727	 32.45	 96	 13713.3	 13779.6	 13683.4	 0.0282436	 2	 2159
362	 7	 7.5492	 31.2	 96	 13714	 13779.6	 13684.6	 0.0282436	 2	 2166
363	 5	 7.5492	 31.95	 96	 13714	 13779.6	 13684.6	 0.0254192	 2	 2171
364	 5	 7.55005	 30.3	 96	 13715.4	 13779.6	 13684.9	 0.0254192	 2	 2176
365	 2	 7.55005	 31.05	 96	 13715.4	 13779.6	 13684.9	 0.0228773	 2	 2178
366	 3	 7.55005	 31.8	 96	 13715.4	 13779.6	 13684.9	 0.0205896	 2	 2181
367	 7	 7.55005	 32.55	 96	 13715.4	 13779.6	 13684.9	 0.0185306	 2	 2188
368	 5	 7.55005	 33.3	 96	 13715.4	 13779.6	 13684.9	 0.0166776	 2	 2193
369	 5	 7.55005	 34.05	 96	 13715.4	 13779.6	 13684.9	 0.0150098	 2	 2198
370	 6	 7.54663	 32.35	 96	 13718.5	 13779.6	 13687.2	 0.0150098	 2	 2204
371	 8	 7.54285	 29.675	 96	 13720.4	 13779.6	 13689.1	 0.0150098	 2	 2212
372	 7	 7.54285	 30.425	 96	 13720.4	 13779.6	 13689.1	 0.0135088	 2	 2219
373	 6	 7.54015	 30.3	 96	 13720.7	 13779.6	 13689.6	 0.0121579	 2	 2225
374	 6	 7.54015	 31.05	 96	 13720.7	 13779.6	 13689.6	 0.0109422	 2	 2231
375	 8	 7.53477	 30.175	 96	 13722.2	 13779.6	 13690.1	 0.0109422	 2	 2239
376	 5	 7.53441	 29.975	 96	 13724.7	 13790.5	 13690.2	 0.109848	 2	 2244
377	 5	 7.53441	 30.725	 96	 13724.7	 13790.5	 13690.2	 0.0988631	 2	 2249
378	 5	 7.53122	 28.425	 96	 13724.9	 13790.5	 13690.6	 0.0889768	 2	 2254
379	 8	 7.53328	 28.075	 96	 13725.1	 13790.5	 13691.5	 0.0800791	 2	 2262
380	 5	 7.53328	 28.825	 96	 13725.1	 13790.5	 13691.5	 0.0720712	 2	 2267
381	 6	 7.53328	 29.575	 96	 13725.1	 13790.5	 13691.5	 0.0648641	 2	 2273
382	 7	 7.53328	 30.325	 96	 13725.1	 13790.5	 13691.5	 0.0583777	 2	 2280
