
5999	FU7	3622.5	73.4557690042	3791	3493	D-edges 37 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5714	YY	2910.9375	55.9033415258	3024	2837	D-edges 29 	D-max-degree 8 	D-min-degree 1 	D-max-in-degree 5 	D-min-in-degree 0 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 0 	UR-edges 7 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5713	EHN	2905.9375	57.341595668	3029	2809	D-edges 32 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5712	ZL	2904.9375	45.42640855	2992	2817	D-edges 32 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 2 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5711	CD5	2902.6875	45.4542610076	2979	2830	D-edges 31 	D-max-degree 8 	D-min-degree 2 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 6 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5710	D6Z	2900.75	70.5261476333	3010	2761	D-edges 28 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 7 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 7 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5709	DUH	2895.5625	57.7851286556	2984	2749	D-edges 34 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5708	EDV	2895.125	71.1080823465	3026	2784	D-edges 32 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 6 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 7 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5707	EF2	2894.8125	44.5648666973	3022	2837	D-edges 29 	D-max-degree 8 	D-min-degree 2 	D-max-in-degree 4 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 5 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 6 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5706	FNR	2894.0	62.731570999	3060	2795	D-edges 40 	D-max-degree 10 	D-min-degree 4 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 5 	all_loopy_nodes 5 	conn_loopy_nodes 0
5705	CAT	2893.125	63.1287127621	2978	2769	D-edges 33 	D-max-degree 9 	D-min-degree 2 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5704	BUX	2892.625	67.6626512561	3063	2773	D-edges 31 	D-max-degree 8 	D-min-degree 2 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 6 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5703	X3	2890.375	49.0431888747	2993	2782	D-edges 31 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 2 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5702	U4	2889.125	36.49636112	2972	2805	D-edges 30 	D-max-degree 8 	D-min-degree 2 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5701	YO	2888.0625	61.0158470707	2998	2765	D-edges 31 	D-max-degree 8 	D-min-degree 2 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5700	CZQ	2886.9375	85.0003446684	3022	2712	D-edges 32 	D-max-degree 10 	D-min-degree 4 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 6 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5699	EX6	2880.875	56.8966991573	2998	2768	D-edges 31 	D-max-degree 8 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 6 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 5 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5698	EIF	2879.0	42.7434205463	2956	2813	D-edges 34 	D-max-degree 10 	D-min-degree 3 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5697	CA3	2878.625	50.0248375809	2958	2719	D-edges 29 	D-max-degree 9 	D-min-degree 2 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 9 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 6 	all_loopy_nodes 6 	conn_loopy_nodes 0
5696	FDR	2878.25	48.0592082748	3011	2796	D-edges 31 	D-max-degree 8 	D-min-degree 5 	D-max-in-degree 4 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 6 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 7 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5695	B5K	2877.25	55.9547808503	3004	2815	D-edges 33 	D-max-degree 9 	D-min-degree 2 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5694	WC	2874.6875	56.5936378381	3005	2794	D-edges 32 	D-max-degree 9 	D-min-degree 2 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5693	YX	2866.9375	52.223640181	2972	2783	D-edges 33 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 2 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5692	EF5	2864.0	46.6167888212	2940	2804	D-edges 29 	D-max-degree 8 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 0 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 6 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 7 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5691	BYZ	2863.0625	48.0903690332	2944	2764	D-edges 36 	D-max-degree 11 	D-min-degree 3 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 6 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5690	WD	2856.9375	57.0695504954	2937	2733	D-edges 28 	D-max-degree 8 	D-min-degree 1 	D-max-in-degree 5 	D-min-in-degree 0 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 0 	UR-edges 7 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5689	UH	2848.8125	60.5755919802	2936	2765	D-edges 30 	D-max-degree 9 	D-min-degree 2 	D-max-in-degree 4 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5688	CTR	2848.25	45.3548508982	2933	2774	D-edges 32 	D-max-degree 9 	D-min-degree 4 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 6 	disc_loopy_nodes 4 	all_loopy_nodes 4 	conn_loopy_nodes 0
5687	FU2	2846.8125	48.2923632032	2978	2793	D-edges 31 	D-max-degree 8 	D-min-degree 4 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 5 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 5 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5686	ZB	2837.5	37.9308581501	2896	2783	D-edges 32 	D-max-degree 10 	D-min-degree 2 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 9 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 4 	all_loopy_nodes 4 	conn_loopy_nodes 0
5685	DTT	2835.75	59.8116836412	2945	2740	D-edges 31 	D-max-degree 10 	D-min-degree 1 	D-max-in-degree 6 	D-min-in-degree 0 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 0 	UR-edges 5 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 5 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5684	NH	2834.625	50.6111092054	2951	2732	D-edges 25 	D-max-degree 8 	D-min-degree 3 	D-max-in-degree 4 	D-min-in-degree 1 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 5 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 5 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5683	BNY	2834.25	43.9481228268	2918	2743	D-edges 30 	D-max-degree 8 	D-min-degree 3 	D-max-in-degree 4 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 6 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5682	DSM	2833.625	45.7190810822	2897	2746	D-edges 29 	D-max-degree 9 	D-min-degree 2 	D-max-in-degree 4 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5681	UZ	2831.3125	40.3108526795	2917	2768	D-edges 33 	D-max-degree 10 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 2 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 9 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 4 	all_loopy_nodes 4 	conn_loopy_nodes 0
5680	BGB	2830.9375	36.4768226926	2877	2760	D-edges 35 	D-max-degree 9 	D-min-degree 2 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5679	ECG	2826.9375	124.326419532	3035	2645	D-edges 36 	D-max-degree 10 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5678	W7	2825.125	55.9886986364	2917	2707	D-edges 31 	D-max-degree 9 	D-min-degree 2 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5677	EWH	2824.0	43.1668275415	2905	2746	D-edges 38 	D-max-degree 10 	D-min-degree 4 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5676	RS	2823.5625	68.073461009	2959	2696	D-edges 25 	D-max-degree 8 	D-min-degree 3 	D-max-in-degree 4 	D-min-in-degree 1 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 5 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 5 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5675	E2Z	2823.1875	39.7951296486	2894	2755	D-edges 33 	D-max-degree 11 	D-min-degree 4 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 8 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5674	E3S	2822.9375	47.4466394358	2921	2709	D-edges 31 	D-max-degree 8 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 6 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 6 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5673	D5A	2815.1875	76.2645221827	2986	2649	D-edges 31 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 7 	disc_loopy_nodes 4 	all_loopy_nodes 4 	conn_loopy_nodes 0
5672	5S	2812.125	27.9214859024	2880	2775	D-edges 30 	D-max-degree 9 	D-min-degree 1 	D-max-in-degree 5 	D-min-in-degree 0 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 0 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 6 	all_loopy_nodes 6 	conn_loopy_nodes 0
5671	DMF	2811.1875	80.305058021	2997	2696	D-edges 32 	D-max-degree 11 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 9 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5670	EDU	2810.8125	43.3520742727	2893	2744	D-edges 34 	D-max-degree 9 	D-min-degree 4 	D-max-in-degree 5 	D-min-in-degree 0 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5669	OQ	2809.1875	44.6615309159	2900	2688	D-edges 26 	D-max-degree 8 	D-min-degree 3 	D-max-in-degree 4 	D-min-in-degree 1 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 6 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 6 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5668	FAU	2799.5	53.8191415762	2875	2704	D-edges 35 	D-max-degree 9 	D-min-degree 4 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	UR-sumcomponent-non0gt2lasso 7 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5667	WQ	2798.375	44.9011066122	2885	2739	D-edges 31 	D-max-degree 9 	D-min-degree 1 	D-max-in-degree 5 	D-min-in-degree 0 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 0 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 6 	all_loopy_nodes 6 	conn_loopy_nodes 0
5666	TC	2796.5625	28.365843787	2834	2730	D-edges 31 	D-max-degree 8 	D-min-degree 2 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5665	D5G	2795.9375	40.8418730441	2870	2726	D-edges 36 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 9 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 6 	all_loopy_nodes 6 	conn_loopy_nodes 0
5664	TD	2794.5625	50.4033341531	2867	2692	D-edges 28 	D-max-degree 8 	D-min-degree 2 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 6 	all_loopy_nodes 6 	conn_loopy_nodes 0
5663	ELH	2794.3125	51.2588025977	2859	2673	D-edges 34 	D-max-degree 9 	D-min-degree 4 	D-max-in-degree 5 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	UR-sumcomponent-non0gt2lasso 7 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5662	7E	2791.3125	53.3264928882	2889	2680	D-edges 30 	D-max-degree 9 	D-min-degree 2 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 6 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5661	EHH	2788.3125	59.234405912	2899	2671	D-edges 31 	D-max-degree 10 	D-min-degree 3 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5660	FNA	2787.5	39.0384425919	2894	2734	D-edges 39 	D-max-degree 13 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 10 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 7 	all_loopy_nodes 7 	conn_loopy_nodes 0
5659	ZT	2787.375	55.7010715786	2891	2669	D-edges 32 	D-max-degree 9 	D-min-degree 1 	D-max-in-degree 5 	D-min-in-degree 0 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 0 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 6 	all_loopy_nodes 6 	conn_loopy_nodes 0
5658	PY	2787.0625	50.9723806953	2880	2702	D-edges 29 	D-max-degree 8 	D-min-degree 2 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 6 	all_loopy_nodes 6 	conn_loopy_nodes 0
5657	DNF	2786.1875	48.8188216137	2872	2700	D-edges 31 	D-max-degree 9 	D-min-degree 3 	D-max-in-degree 5 	D-min-in-degree 0 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 4 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 3 	all_loopy_nodes 3 	conn_loopy_nodes 0
5656	LL	2785.4375	42.5381721957	2868	2694	D-edges 29 	D-max-degree 8 	D-min-degree 2 	D-max-in-degree 4 	D-min-in-degree 1 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
5655	Y4	2784.0	50.2045814642	2919	2704	D-edges 31 	D-max-degree 10 	D-min-degree 2 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 1 	D-diameter-from0 5 	UR-edges 10 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 5 	all_loopy_nodes 5 	conn_loopy_nodes 0
5654	QL	2782.5	29.45335295	2827	2740	D-edges 29 	D-max-degree 8 	D-min-degree 1 	D-max-in-degree 6 	D-min-in-degree 0 	D-max-out-degree 4 	D-min-out-degree 1 	D-diameter-from0 0 	UR-edges 7 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 0 	all_loopy_nodes 0 	conn_loopy_nodes 0
