
5999	AC5	105111.0	817.213023024	106384	103617	D-edges 41 	D-max-degree 10 	D-min-degree 5 	D-max-in-degree 5 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 8 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 8 	NSUC.disc 8 	CSUC.disc 2 	min_CSUC.disc 4 	all_sinkless_cycles 8 	NSUC.conn 0
5938	3X	59794.0	905.181887799	62559	58262	D-edges 40 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 9 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5937	LR	59535.125	1623.47297002	62160	56596	D-edges 42 	D-max-degree 13 	D-min-degree 6 	D-max-in-degree 6 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 4 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	DD 8 	NSUC.disc 8 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 8 	NSUC.conn 0
5936	LY	58664.5625	886.258707203	59925	56400	D-edges 41 	D-max-degree 10 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 5 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 8 	NSUC.disc 5 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 5 	NSUC.conn 0
5935	F4	58603.6875	1525.29213262	62887	57040	D-edges 40 	D-max-degree 10 	D-min-degree 6 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 5 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 7 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5934	HQ	58590.0	1140.22837625	60466	56083	D-edges 42 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 6 	NSUC.disc 5 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 5 	NSUC.conn 0
5933	KQ	58314.3125	947.094749665	59761	56615	D-edges 41 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 6 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5932	IP	58136.1875	696.287585947	59124	56892	D-edges 42 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 1 	UR-connected 0 	UR-components 3 	DD 8 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5931	YO	57922.875	789.325730846	59375	56490	D-edges 45 	D-max-degree 11 	D-min-degree 6 	D-max-in-degree 5 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 10 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 8 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 8 	NSUC.conn 0
5930	G7	57701.0	1268.51891984	59593	54417	D-edges 43 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 6 	NSUC.disc 5 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 5 	NSUC.conn 0
5929	FX	57396.4375	998.000812171	58929	55765	D-edges 43 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 6 	NSUC.disc 5 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 5 	NSUC.conn 0
5928	LX	57104.375	1318.18639023	59756	54319	D-edges 42 	D-max-degree 11 	D-min-degree 6 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 6 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5927	JO	57096.25	924.31606472	58793	55281	D-edges 40 	D-max-degree 10 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 5 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 7 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 6 	NSUC.conn 0
5926	IJ	56891.3125	1118.87017336	59097	54582	D-edges 42 	D-max-degree 10 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 5 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 9 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 8 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 6 	NSUC.conn 0
5925	ME	56875.0	779.467205853	58202	55608	D-edges 40 	D-max-degree 10 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 5 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 8 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 6 	NSUC.conn 0
5924	BN	56875.0	799.769576191	58154	55220	D-edges 41 	D-max-degree 11 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 6 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 5 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5923	VD	56688.0	984.322800203	58488	54095	D-edges 45 	D-max-degree 11 	D-min-degree 6 	D-max-in-degree 6 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 7 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5922	HA	56679.75	1030.96978011	58547	54615	D-edges 42 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 6 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5921	IS	56385.0	1413.03861412	57727	52254	D-edges 42 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 5 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 8 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 6 	NSUC.conn 0
5920	I7	56352.75	1147.98380324	58049	52979	D-edges 42 	D-max-degree 11 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 6 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5919	RL	56348.4375	1688.2988468	59348	53348	D-edges 51 	D-max-degree 14 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 9 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 9 	NSUC.conn 0
5918	MW	56166.5625	887.133372776	58352	54593	D-edges 48 	D-max-degree 12 	D-min-degree 7 	D-max-in-degree 6 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 10 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 7 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 7 	NSUC.conn 0
5917	JU	56118.5625	1424.82279463	58004	52663	D-edges 43 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 7 	NSUC.disc 5 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 5 	NSUC.conn 0
5916	MX	56102.0	921.498711339	57384	53537	D-edges 41 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 6 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5915	WR	56054.625	568.295793909	56852	55026	D-edges 41 	D-max-degree 11 	D-min-degree 6 	D-max-in-degree 6 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 7 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5914	IR	56017.3125	1104.3750902	57657	52952	D-edges 41 	D-max-degree 10 	D-min-degree 6 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 5 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 1 	UR-connected 0 	UR-components 3 	DD 8 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5913	GB	55893.6875	639.590759661	57056	54711	D-edges 41 	D-max-degree 10 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 5 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 8 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 6 	NSUC.conn 0
5912	QT	55713.125	759.127284699	56898	54236	D-edges 45 	D-max-degree 11 	D-min-degree 6 	D-max-in-degree 6 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 6 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5911	G2	55693.625	906.816814122	56834	53995	D-edges 40 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 1 	D-diameter-from0 2 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 7 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5910	ON	55598.6875	2236.56468492	58494	49997	D-edges 51 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 12 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 9 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 9 	NSUC.conn 0
5909	HK	55480.25	693.482020315	56637	53595	D-edges 43 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 8 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5908	MR	55418.0	1719.39066242	57804	51905	D-edges 49 	D-max-degree 13 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 12 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 9 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 9 	NSUC.conn 0
5907	Q4	55377.75	1418.32222626	58622	51603	D-edges 46 	D-max-degree 12 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 12 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 9 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 9 	NSUC.conn 0
5906	IQ	55209.375	772.12910797	56548	53803	D-edges 42 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 8 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5905	QC	55142.1875	2262.12152135	58330	51291	D-edges 48 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 12 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 9 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 9 	NSUC.conn 0
5904	IK	54913.9375	1214.94847981	56449	52604	D-edges 44 	D-max-degree 11 	D-min-degree 7 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 7 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5903	L4	54804.0	1173.47768407	57072	53135	D-edges 45 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 8 	NSUC.disc 8 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 8 	NSUC.conn 0
5902	IG	54802.625	643.561367995	55888	53389	D-edges 44 	D-max-degree 11 	D-min-degree 7 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 7 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5901	UL	54718.0625	2730.22632919	59573	49430	D-edges 44 	D-max-degree 13 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 9 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 9 	NSUC.conn 0
5900	BX	54622.25	1193.08672673	55986	52408	D-edges 44 	D-max-degree 11 	D-min-degree 7 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 8 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 8 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5899	HL	54567.1875	730.630653849	56139	53363	D-edges 43 	D-max-degree 11 	D-min-degree 7 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 7 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 7 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5898	L3	54512.6875	1916.98342842	59902	52097	D-edges 46 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 11 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 9 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 9 	NSUC.conn 0
5897	OE	54340.375	1100.24559048	56878	51674	D-edges 48 	D-max-degree 13 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 12 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 8 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 8 	NSUC.conn 0
5896	EL	54246.875	706.266050703	55869	52793	D-edges 37 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 4 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 8 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5895	DQ	54231.6875	761.698818329	55441	53123	D-edges 43 	D-max-degree 11 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5894	V3	54141.25	1335.46146051	56079	51000	D-edges 47 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 11 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 8 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 8 	NSUC.conn 0
5893	KR	54133.875	1113.85736716	56383	51583	D-edges 43 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 2 	D-diameter-from0 2 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 1 	UR-connected 0 	UR-components 2 	DD 8 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5892	GO	54123.25	673.87438555	55317	52780	D-edges 39 	D-max-degree 10 	D-min-degree 5 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 7 	UR-max-degree 2 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 4 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5891	J4	54092.0625	1302.47929296	57029	51607	D-edges 41 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 9 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 6 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0
5890	LC	53978.8125	885.16857284	55059	52223	D-edges 40 	D-max-degree 10 	D-min-degree 4 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 3 	D-diameter-from0 4 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 8 	NSUC.disc 5 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 5 	NSUC.conn 0
5889	IU	53767.0625	928.31133441	55714	52086	D-edges 43 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 8 	NSUC.disc 5 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 5 	NSUC.conn 0
5888	KW	53765.9375	2001.74784466	56898	49504	D-edges 45 	D-max-degree 11 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 8 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 8 	NSUC.conn 0
5887	IA	53729.5	451.101014186	54559	52969	D-edges 38 	D-max-degree 10 	D-min-degree 4 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 5 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5886	LN	53728.375	1150.94569132	57292	52229	D-edges 40 	D-max-degree 11 	D-min-degree 4 	D-max-in-degree 6 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 9 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 6 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0
5885	JP	53722.75	1095.51052596	55276	51277	D-edges 41 	D-max-degree 10 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 5 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 8 	NSUC.disc 5 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 5 	NSUC.conn 0
5884	HJ	53643.8125	810.64867689	55578	52491	D-edges 43 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 6 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 10 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 5 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 5 	NSUC.conn 0
5883	EB	53528.125	1156.59488775	55728	51707	D-edges 42 	D-max-degree 11 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 3 	D-diameter-from0 4 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 8 	NSUC.disc 5 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 5 	NSUC.conn 0
5882	GP	53504.75	672.324280017	54500	51815	D-edges 41 	D-max-degree 11 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 5 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 8 	NSUC.disc 5 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 5 	NSUC.conn 0
5881	DX	53273.4375	926.605226671	54743	51311	D-edges 44 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	DD 9 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5880	DD	53157.4375	2657.11746938	55423	43584	D-edges 38 	D-max-degree 10 	D-min-degree 4 	D-max-in-degree 5 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 3 	D-diameter-from0 4 	UR-edges 8 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 8 	NSUC.disc 4 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 4 	NSUC.conn 0
5879	GA	53126.0625	1379.58623637	54477	48650	D-edges 43 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 5 	D-min-out-degree 3 	D-diameter-from0 4 	UR-edges 9 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 8 	NSUC.disc 5 	CSUC.disc 1 	min_CSUC.disc 4 	all_sinkless_cycles 5 	NSUC.conn 0
5878	KM	53026.1875	1258.4259622	56173	51245	D-edges 43 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 6 	NSUC.disc 6 	CSUC.disc 1 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0
