
5999	CK4	1154.0625	20.8190680327	1192	1120	D-edges 106 	D-max-degree 15 	D-min-degree 3 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 18 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 14 	NSUC.disc 7 	all_sinkless_cycles 7 	NSUC.conn 0
5845	ZS	1012.4375	20.660858979	1045	966	D-edges 100 	D-max-degree 16 	D-min-degree 4 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 13 	NSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0
5844	6Q	1012.1875	23.3002648858	1060	971	D-edges 105 	D-max-degree 16 	D-min-degree 3 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 13 	NSUC.disc 8 	all_sinkless_cycles 8 	NSUC.conn 0
5843	2A	1010.0625	20.2004602361	1057	985	D-edges 101 	D-max-degree 16 	D-min-degree 3 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 12 	NSUC.disc 8 	all_sinkless_cycles 8 	NSUC.conn 0
5842	3D	1009.0625	19.4179966462	1045	971	D-edges 99 	D-max-degree 16 	D-min-degree 4 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 13 	NSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0
5841	76	1008.25	26.9316263898	1064	975	D-edges 104 	D-max-degree 16 	D-min-degree 3 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 18 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 15 	NSUC.disc 8 	all_sinkless_cycles 8 	NSUC.conn 0
5840	TU	1007.875	21.1833513637	1044	970	D-edges 95 	D-max-degree 14 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 15 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 15 	NSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0
5839	WQ	1007.25	17.9600250557	1037	972	D-edges 109 	D-max-degree 16 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 13 	NSUC.disc 11 	all_sinkless_cycles 11 	NSUC.conn 0
5838	2M	1006.75	17.2427521005	1034	983	D-edges 98 	D-max-degree 16 	D-min-degree 4 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 13 	NSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0
5837	2W	1006.125	19.9464125847	1034	972	D-edges 101 	D-max-degree 16 	D-min-degree 4 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 13 	NSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0
5836	WK	1005.875	26.2437492558	1079	964	D-edges 111 	D-max-degree 17 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 13 	NSUC.disc 11 	all_sinkless_cycles 11 	NSUC.conn 0
5835	Z5	1005.0625	24.0947835381	1044	952	D-edges 101 	D-max-degree 16 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 13 	NSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0
5834	T3	1004.25	17.4803461064	1042	975	D-edges 98 	D-max-degree 16 	D-min-degree 4 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 13 	NSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0
5833	ZC	1004.1875	17.5471463136	1039	969	D-edges 97 	D-max-degree 16 	D-min-degree 3 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 16 	NSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0
5832	ZY	1002.0625	20.3883200326	1032	963	D-edges 99 	D-max-degree 16 	D-min-degree 4 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 13 	NSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0
5831	3J	1001.875	19.9745932374	1030	960	D-edges 97 	D-max-degree 16 	D-min-degree 4 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 13 	NSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0
5830	T7	1001.4375	18.6713977449	1036	975	D-edges 96 	D-max-degree 14 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 15 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 15 	NSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0
5829	VH	998.1875	24.6860759083	1046	952	D-edges 110 	D-max-degree 17 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 13 	NSUC.disc 10 	all_sinkless_cycles 10 	NSUC.conn 0
5828	XT	995.1875	18.3583044901	1035	966	D-edges 99 	D-max-degree 15 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 12 	NSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0
5827	YM	994.875	15.747519646	1020	968	D-edges 110 	D-max-degree 17 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 13 	NSUC.disc 7 	all_sinkless_cycles 7 	NSUC.conn 0
5826	23	993.75	15.2991012808	1033	973	D-edges 102 	D-max-degree 15 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 13 	NSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0
5825	ZE	993.1875	14.1563534764	1020	968	D-edges 94 	D-max-degree 14 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 15 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 15 	NSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0
5824	Z6	992.625	19.8364405829	1037	957	D-edges 108 	D-max-degree 17 	D-min-degree 4 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 12 	NSUC.disc 8 	all_sinkless_cycles 8 	NSUC.conn 0
5823	YL	991.25	16.4487841496	1040	970	D-edges 102 	D-max-degree 16 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 13 	NSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0
5822	VP	989.8125	15.8517299923	1013	944	D-edges 111 	D-max-degree 17 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 13 	NSUC.disc 10 	all_sinkless_cycles 10 	NSUC.conn 0
5821	TE	989.0	14.8660687473	1016	963	D-edges 108 	D-max-degree 16 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 13 	NSUC.disc 10 	all_sinkless_cycles 10 	NSUC.conn 0
5820	U7	988.875	22.5717605649	1030	952	D-edges 109 	D-max-degree 16 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 13 	NSUC.disc 10 	all_sinkless_cycles 10 	NSUC.conn 0
5819	XF	988.625	34.6101050995	1040	920	D-edges 109 	D-max-degree 17 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 13 	NSUC.disc 10 	all_sinkless_cycles 10 	NSUC.conn 0
5818	YK	987.6875	18.7740470797	1021	946	D-edges 106 	D-max-degree 17 	D-min-degree 4 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 12 	NSUC.disc 8 	all_sinkless_cycles 8 	NSUC.conn 0
5817	UJ	987.4375	19.3260470286	1031	960	D-edges 107 	D-max-degree 16 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 13 	NSUC.disc 10 	all_sinkless_cycles 10 	NSUC.conn 0
5816	2O	985.3125	19.1921818392	1033	952	D-edges 103 	D-max-degree 18 	D-min-degree 6 	D-max-in-degree 9 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 12 	NSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0
5815	VJ	984.625	24.3127410014	1017	937	D-edges 110 	D-max-degree 16 	D-min-degree 4 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 13 	NSUC.disc 10 	all_sinkless_cycles 10 	NSUC.conn 0
5814	2F	984.125	17.8286111349	1010	945	D-edges 100 	D-max-degree 16 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 12 	NSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0
5813	22	983.8125	26.847296768	1025	940	D-edges 107 	D-max-degree 17 	D-min-degree 4 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 12 	NSUC.disc 8 	all_sinkless_cycles 8 	NSUC.conn 0
5812	XB	983.625	25.7678942679	1038	933	D-edges 109 	D-max-degree 16 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 13 	NSUC.disc 7 	all_sinkless_cycles 7 	NSUC.conn 0
5811	VM	981.375	22.5329619669	1013	937	D-edges 108 	D-max-degree 16 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 13 	NSUC.disc 10 	all_sinkless_cycles 10 	NSUC.conn 0
5810	2K	976.625	20.754141153	1014	942	D-edges 98 	D-max-degree 16 	D-min-degree 4 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 12 	NSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0
5809	TY	976.0625	22.0240458079	1027	943	D-edges 111 	D-max-degree 17 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 13 	NSUC.disc 10 	all_sinkless_cycles 10 	NSUC.conn 0
5808	Z7	974.5	17.4928556845	1008	945	D-edges 99 	D-max-degree 15 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 16 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 4 	DD 17 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5807	U5	974.125	28.9458006453	1038	927	D-edges 108 	D-max-degree 16 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 13 	NSUC.disc 10 	all_sinkless_cycles 10 	NSUC.conn 0
5806	3A	973.375	19.0028780715	998	927	D-edges 109 	D-max-degree 16 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 13 	NSUC.disc 11 	all_sinkless_cycles 11 	NSUC.conn 0
5805	XQ	972.9375	11.5351026762	996	953	D-edges 94 	D-max-degree 14 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 14 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 15 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5804	UR	972.625	20.5361723551	996	914	D-edges 110 	D-max-degree 16 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 13 	NSUC.disc 11 	all_sinkless_cycles 11 	NSUC.conn 0
5803	TH	971.875	22.8551826726	1010	921	D-edges 107 	D-max-degree 16 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 13 	NSUC.disc 10 	all_sinkless_cycles 10 	NSUC.conn 0
5802	U6	971.6875	21.0912267009	1019	938	D-edges 107 	D-max-degree 16 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 13 	NSUC.disc 10 	all_sinkless_cycles 10 	NSUC.conn 0
5801	SO	971.5625	23.7906724106	1016	912	D-edges 95 	D-max-degree 14 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 14 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 15 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5800	TO	969.625	12.8931910325	992	950	D-edges 108 	D-max-degree 16 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 13 	NSUC.disc 10 	all_sinkless_cycles 10 	NSUC.conn 0
5799	XI	969.4375	24.1479004004	1043	927	D-edges 111 	D-max-degree 16 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 13 	NSUC.disc 10 	all_sinkless_cycles 10 	NSUC.conn 0
5798	UV	968.1875	25.1476110943	1010	913	D-edges 108 	D-max-degree 16 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 13 	NSUC.disc 10 	all_sinkless_cycles 10 	NSUC.conn 0
5797	S4	967.0	23.0298719059	997	920	D-edges 100 	D-max-degree 16 	D-min-degree 6 	D-max-in-degree 9 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 12 	NSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0
5796	DJ	966.375	19.8899314981	999	930	D-edges 88 	D-max-degree 14 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 15 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 16 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5795	SM	966.0	14.3831498636	990	939	D-edges 110 	D-max-degree 16 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 13 	NSUC.disc 10 	all_sinkless_cycles 10 	NSUC.conn 0
5794	V2	963.875	22.3267636481	998	921	D-edges 98 	D-max-degree 16 	D-min-degree 4 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 12 	NSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0
5793	TW	963.5625	18.1141131097	995	941	D-edges 110 	D-max-degree 17 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 13 	NSUC.disc 10 	all_sinkless_cycles 10 	NSUC.conn 0
5792	SZ	962.3125	23.4726403234	998	925	D-edges 108 	D-max-degree 16 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 13 	NSUC.disc 10 	all_sinkless_cycles 10 	NSUC.conn 0
5791	RE	961.0625	22.0524056227	987	903	D-edges 100 	D-max-degree 15 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 11 	NSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0
5790	TJ	959.9375	21.3818519719	999	913	D-edges 95 	D-max-degree 14 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 14 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 15 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5789	TB	959.125	18.3979448581	988	931	D-edges 98 	D-max-degree 15 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 11 	NSUC.disc 6 	all_sinkless_cycles 6 	NSUC.conn 0
5788	UU	957.8125	20.2953773986	1000	919	D-edges 107 	D-max-degree 16 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 13 	NSUC.disc 10 	all_sinkless_cycles 10 	NSUC.conn 0
5787	UA	957.8125	19.0925991879	1006	934	D-edges 96 	D-max-degree 14 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 14 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 15 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5786	XM	956.0625	21.9444433456	1001	931	D-edges 110 	D-max-degree 17 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 13 	NSUC.disc 8 	all_sinkless_cycles 8 	NSUC.conn 0
5785	BZA	947.875	13.7698720038	976	917	D-edges 106 	D-max-degree 15 	D-min-degree 4 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 18 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 14 	NSUC.disc 7 	all_sinkless_cycles 7 	NSUC.conn 0
5784	ABI	947.6875	15.6912346152	982	920	D-edges 104 	D-max-degree 16 	D-min-degree 3 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 14 	NSUC.disc 7 	all_sinkless_cycles 7 	NSUC.conn 0
5783	ST	947.625	17.8286111349	972	913	D-edges 90 	D-max-degree 13 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 4 	UR-edges 14 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 17 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5782	YC	943.3125	17.6625265393	982	919	D-edges 107 	D-max-degree 16 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 13 	NSUC.disc 5 	all_sinkless_cycles 5 	NSUC.conn 0
5781	AAD	943.1875	14.1342613443	965	915	D-edges 110 	D-max-degree 16 	D-min-degree 6 	D-max-in-degree 10 	D-min-in-degree 3 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 15 	NSUC.disc 5 	all_sinkless_cycles 5 	NSUC.conn 0
5780	WB	939.75	17.1044584831	968	909	D-edges 102 	D-max-degree 17 	D-min-degree 6 	D-max-in-degree 9 	D-min-in-degree 3 	D-max-out-degree 8 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 12 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5779	UM	939.6875	18.1063481616	968	909	D-edges 103 	D-max-degree 17 	D-min-degree 6 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 12 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 10 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
5778	AAE	938.25	23.4667317707	990	891	D-edges 103 	D-max-degree 14 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 21 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	DD 18 	NSUC.disc 11 	all_sinkless_cycles 11 	NSUC.conn 0
5777	CNY	937.3125	28.5081539871	984	899	D-edges 98 	D-max-degree 13 	D-min-degree 4 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 14 	NSUC.disc 0 	all_sinkless_cycles 0 	NSUC.conn 0
