
5999	CBZ	3194.0	57.2407197719	3297	3095	D-edges 45 	D-max-degree 11 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 7 	all_loopy_nodes 7 	conn_loopy_nodes 0
5736	Z5	2804.5	50.3661592739	2885	2702	D-edges 47 	D-max-degree 12 	D-min-degree 3 	D-max-in-degree 7 	D-min-in-degree 0 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 0 	UR-edges 14 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
5735	W2	2804.375	49.8521250801	2903	2707	D-edges 48 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 4 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 8 	conn_loopy_nodes 8
5734	BKD	2804.1875	50.2919212573	2903	2720	D-edges 48 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 12 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
5733	Y5	2803.1875	72.6672370725	2926	2614	D-edges 52 	D-max-degree 14 	D-min-degree 5 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 16 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
5732	WH	2802.25	63.9721619144	2892	2638	D-edges 51 	D-max-degree 12 	D-min-degree 3 	D-max-in-degree 7 	D-min-in-degree 0 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 0 	UR-edges 17 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
5731	XU	2801.6875	60.8335009986	2898	2679	D-edges 48 	D-max-degree 12 	D-min-degree 3 	D-max-in-degree 7 	D-min-in-degree 0 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 0 	UR-edges 15 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
5730	BSZ	2801.1875	33.2419515635	2866	2756	D-edges 45 	D-max-degree 11 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 5 	all_loopy_nodes 5 	conn_loopy_nodes 0
5729	TJ	2800.6875	81.4169198862	2918	2684	D-edges 52 	D-max-degree 13 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
5728	WU	2800.3125	30.1801233223	2850	2744	D-edges 51 	D-max-degree 12 	D-min-degree 4 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
5727	BRH	2799.4375	43.598980421	2891	2702	D-edges 47 	D-max-degree 11 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
5726	47	2799.4375	50.0349487234	2895	2717	D-edges 48 	D-max-degree 12 	D-min-degree 3 	D-max-in-degree 7 	D-min-in-degree 0 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 0 	UR-edges 15 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
5725	XN	2799.25	59.9035683411	2882	2681	D-edges 50 	D-max-degree 12 	D-min-degree 3 	D-max-in-degree 7 	D-min-in-degree 0 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 0 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
5724	AIJ	2799.125	67.4906243489	2871	2668	D-edges 50 	D-max-degree 13 	D-min-degree 3 	D-max-in-degree 7 	D-min-in-degree 0 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 0 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
5723	XT	2798.4375	73.2290659079	2934	2680	D-edges 46 	D-max-degree 11 	D-min-degree 3 	D-max-in-degree 6 	D-min-in-degree 0 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 0 	UR-edges 14 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
5722	7A	2796.375	36.2799445286	2871	2735	D-edges 44 	D-max-degree 11 	D-min-degree 3 	D-max-in-degree 6 	D-min-in-degree 0 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 0 	UR-edges 11 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 7 	all_loopy_nodes 7 	conn_loopy_nodes 0
5721	AG6	2796.3125	56.8723557078	2900	2699	D-edges 52 	D-max-degree 12 	D-min-degree 3 	D-max-in-degree 7 	D-min-in-degree 0 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 0 	UR-edges 18 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
5720	BVI	2794.3125	50.012146962	2893	2723	D-edges 47 	D-max-degree 11 	D-min-degree 3 	D-max-in-degree 7 	D-min-in-degree 0 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 0 	UR-edges 12 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
5719	ZM	2794.1875	63.7340359914	2878	2674	D-edges 47 	D-max-degree 12 	D-min-degree 3 	D-max-in-degree 7 	D-min-in-degree 0 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 0 	UR-edges 13 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 8 	all_loopy_nodes 8 	conn_loopy_nodes 0
5718	BMO	2793.125	56.9603754816	2896	2669	D-edges 48 	D-max-degree 13 	D-min-degree 3 	D-max-in-degree 8 	D-min-in-degree 0 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 0 	UR-edges 13 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
5717	YV	2792.5	50.4046128841	2886	2696	D-edges 49 	D-max-degree 12 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 0 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 0 	UR-edges 14 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
5716	VD	2791.875	47.4985197138	2917	2693	D-edges 50 	D-max-degree 12 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
5715	ARF	2791.875	79.0647479918	2921	2639	D-edges 44 	D-max-degree 11 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 4 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 6 	conn_loopy_nodes 6
5714	A7B	2791.1875	80.8170919036	2880	2568	D-edges 47 	D-max-degree 12 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 4 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 9 	conn_loopy_nodes 9
5713	BSF	2790.625	79.3023289381	2940	2637	D-edges 42 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 3 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 7 	conn_loopy_nodes 7
5712	RC	2790.5	72.1231585553	2898	2630	D-edges 49 	D-max-degree 12 	D-min-degree 3 	D-max-in-degree 7 	D-min-in-degree 0 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 0 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
5711	ARP	2789.625	69.6014322769	2931	2657	D-edges 47 	D-max-degree 12 	D-min-degree 3 	D-max-in-degree 7 	D-min-in-degree 0 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 0 	UR-edges 13 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
5710	QO	2789.5625	59.5230719448	2861	2625	D-edges 49 	D-max-degree 12 	D-min-degree 3 	D-max-in-degree 7 	D-min-in-degree 0 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 0 	UR-edges 15 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
5709	UG	2788.375	66.3870045641	2898	2663	D-edges 51 	D-max-degree 14 	D-min-degree 4 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
5708	ZQ	2787.9375	44.9297628944	2850	2699	D-edges 47 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 12 	UR-max-degree 4 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 6 	conn_loopy_nodes 6
5707	Z6	2787.5625	36.1955949495	2845	2725	D-edges 46 	D-max-degree 11 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 4 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 9 	conn_loopy_nodes 9
5706	36	2786.4375	40.3623722513	2884	2744	D-edges 47 	D-max-degree 12 	D-min-degree 3 	D-max-in-degree 8 	D-min-in-degree 0 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 0 	UR-edges 14 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
5705	W3	2786.375	60.4988377988	2879	2641	D-edges 49 	D-max-degree 12 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
5704	BR2	2786.125	50.666649534	2891	2659	D-edges 45 	D-max-degree 11 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 6 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 10 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 7 	all_loopy_nodes 7 	conn_loopy_nodes 0
5703	QE	2784.875	47.4287294264	2844	2680	D-edges 48 	D-max-degree 13 	D-min-degree 3 	D-max-in-degree 7 	D-min-in-degree 0 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 0 	UR-edges 15 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
5702	SY	2784.0625	50.034324156	2875	2715	D-edges 50 	D-max-degree 14 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 16 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 8 	all_loopy_nodes 8 	conn_loopy_nodes 0
5701	A4T	2783.5	50.0824320496	2888	2688	D-edges 46 	D-max-degree 12 	D-min-degree 4 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
5700	BIY	2782.3125	47.8026133569	2865	2684	D-edges 46 	D-max-degree 11 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 11 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
5699	VA	2781.1875	63.3711475654	2896	2680	D-edges 50 	D-max-degree 12 	D-min-degree 3 	D-max-in-degree 7 	D-min-in-degree 0 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 0 	UR-edges 17 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
5698	SJ	2780.4375	87.6099086505	2962	2659	D-edges 51 	D-max-degree 12 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
5697	T3	2779.25	78.1900728993	2934	2619	D-edges 51 	D-max-degree 13 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
5696	BM3	2779.25	93.9464608168	2881	2555	D-edges 47 	D-max-degree 11 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 0 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 0 	UR-edges 12 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
5695	LR	2779.1875	59.3245509359	2877	2682	D-edges 48 	D-max-degree 13 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 5 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 9 	conn_loopy_nodes 9
5694	WO	2776.6875	59.7355827271	2880	2663	D-edges 47 	D-max-degree 11 	D-min-degree 3 	D-max-in-degree 7 	D-min-in-degree 0 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 0 	UR-edges 15 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
5693	AGG	2774.5	92.4777000147	2918	2621	D-edges 48 	D-max-degree 12 	D-min-degree 3 	D-max-in-degree 7 	D-min-in-degree 0 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 0 	UR-edges 14 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
5692	BKC	2774.1875	78.2497753591	2875	2627	D-edges 48 	D-max-degree 11 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
5691	3U	2773.1875	38.1136765971	2858	2697	D-edges 43 	D-max-degree 11 	D-min-degree 3 	D-max-in-degree 8 	D-min-in-degree 0 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 0 	UR-edges 12 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 6 	all_loopy_nodes 6 	conn_loopy_nodes 0
5690	ST	2771.5625	40.7138931294	2849	2713	D-edges 48 	D-max-degree 12 	D-min-degree 6 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 12 	UR-max-degree 4 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 9 	conn_loopy_nodes 9
5689	AHW	2770.625	55.9540827375	2863	2682	D-edges 51 	D-max-degree 13 	D-min-degree 3 	D-max-in-degree 7 	D-min-in-degree 0 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 0 	UR-edges 17 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
5688	ZP	2770.0625	48.9469978012	2838	2683	D-edges 48 	D-max-degree 12 	D-min-degree 3 	D-max-in-degree 7 	D-min-in-degree 0 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 0 	UR-edges 12 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
5687	BFB	2768.6875	37.7751882027	2838	2706	D-edges 45 	D-max-degree 14 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 12 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 7 	all_loopy_nodes 7 	conn_loopy_nodes 0
5686	TF	2767.25	50.5698773975	2864	2666	D-edges 51 	D-max-degree 14 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 17 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 8 	all_loopy_nodes 8 	conn_loopy_nodes 0
5685	XL	2767.125	41.5088469486	2845	2708	D-edges 48 	D-max-degree 12 	D-min-degree 2 	D-max-in-degree 7 	D-min-in-degree 0 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 0 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
5684	BMA	2766.6875	78.8960698879	2888	2606	D-edges 48 	D-max-degree 12 	D-min-degree 5 	D-max-in-degree 7 	D-min-in-degree 2 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 13 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
5683	TH	2763.125	35.1512357535	2828	2676	D-edges 48 	D-max-degree 13 	D-min-degree 7 	D-max-in-degree 7 	D-min-in-degree 3 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 12 	UR-max-degree 5 	UR-min-degree 1 	UR-connected 1 	UR-components 1 	UR-sumcomponent-non0gt2lasso 0 	disc_loopy_nodes 0 	all_loopy_nodes 8 	conn_loopy_nodes 8
5682	BHL	2762.8125	58.0842262904	2882	2650	D-edges 46 	D-max-degree 11 	D-min-degree 3 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 12 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
5681	BWB	2760.8125	42.7525127186	2846	2688	D-edges 47 	D-max-degree 12 	D-min-degree 4 	D-max-in-degree 7 	D-min-in-degree 0 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 0 	UR-edges 12 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
5680	A6G	2759.125	76.3084816714	2857	2625	D-edges 47 	D-max-degree 12 	D-min-degree 3 	D-max-in-degree 7 	D-min-in-degree 0 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 0 	UR-edges 12 	UR-max-degree 5 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 8 	all_loopy_nodes 8 	conn_loopy_nodes 0
5679	ATM	2758.6875	51.3562541834	2854	2653	D-edges 44 	D-max-degree 11 	D-min-degree 2 	D-max-in-degree 7 	D-min-in-degree 0 	D-max-out-degree 7 	D-min-out-degree 2 	D-diameter-from0 0 	UR-edges 11 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 8 	all_loopy_nodes 8 	conn_loopy_nodes 0
5678	BKY	2758.0625	40.1986765174	2816	2669	D-edges 53 	D-max-degree 14 	D-min-degree 3 	D-max-in-degree 9 	D-min-in-degree 0 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 0 	UR-edges 18 	UR-max-degree 6 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
5677	4Q	2757.1875	51.7303329174	2839	2617	D-edges 44 	D-max-degree 11 	D-min-degree 3 	D-max-in-degree 7 	D-min-in-degree 0 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 0 	UR-edges 11 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 3 	UR-sumcomponent-non0gt2lasso 8 	disc_loopy_nodes 8 	all_loopy_nodes 8 	conn_loopy_nodes 0
5676	QV	2755.5	43.9943178149	2842	2688	D-edges 48 	D-max-degree 12 	D-min-degree 3 	D-max-in-degree 7 	D-min-in-degree 0 	D-max-out-degree 7 	D-min-out-degree 3 	D-diameter-from0 0 	UR-edges 14 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 2 	UR-sumcomponent-non0gt2lasso 9 	disc_loopy_nodes 9 	all_loopy_nodes 9 	conn_loopy_nodes 0
