
5999	AJ2	123155.5	2349.88638023	126797	117617	D-edges 116 	D-max-degree 15 	D-min-degree 7 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 19 	NSUC.disc 8 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 8 	NSUC.conn 0
5939	4C	110652.5	1379.47186452	114245	108701	D-edges 120 	D-max-degree 17 	D-min-degree 8 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 18 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 18 	NSUC.disc 9 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 9 	NSUC.conn 0
5938	WJ	110608.5625	1529.00596666	113353	108090	D-edges 120 	D-max-degree 16 	D-min-degree 8 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 18 	NSUC.disc 9 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 9 	NSUC.conn 0
5937	7E	110604.3125	3374.72878019	115980	103961	D-edges 113 	D-max-degree 15 	D-min-degree 7 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 17 	NSUC.disc 8 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 8 	NSUC.conn 0
5936	2E	110580.1875	1700.07125655	114142	107684	D-edges 120 	D-max-degree 17 	D-min-degree 8 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 18 	NSUC.disc 9 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 9 	NSUC.conn 0
5935	4F	110569.75	1966.1335312	113983	106537	D-edges 120 	D-max-degree 18 	D-min-degree 8 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 18 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 18 	NSUC.disc 9 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 9 	NSUC.conn 0
5934	ZA	110525.5625	1135.09520354	113182	109253	D-edges 119 	D-max-degree 16 	D-min-degree 9 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 18 	NSUC.disc 9 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 9 	NSUC.conn 0
5933	VG	110436.125	1375.15116783	113006	108470	D-edges 119 	D-max-degree 17 	D-min-degree 8 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 18 	NSUC.disc 9 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 9 	NSUC.conn 0
5932	WY	110429.25	1130.57117755	113708	108555	D-edges 119 	D-max-degree 17 	D-min-degree 8 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 18 	NSUC.disc 9 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 9 	NSUC.conn 0
5931	ZE	110409.625	1878.54414624	114148	105649	D-edges 120 	D-max-degree 16 	D-min-degree 9 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 18 	NSUC.disc 9 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 9 	NSUC.conn 0
5930	3A	110348.125	1302.24507462	113362	108112	D-edges 119 	D-max-degree 17 	D-min-degree 8 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 18 	NSUC.disc 9 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 9 	NSUC.conn 0
5929	2G	110210.9375	1800.26437186	113246	105556	D-edges 119 	D-max-degree 17 	D-min-degree 8 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 18 	NSUC.disc 9 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 9 	NSUC.conn 0
5928	27	110097.0625	2062.4624381	113993	105308	D-edges 119 	D-max-degree 17 	D-min-degree 8 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 18 	NSUC.disc 9 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 9 	NSUC.conn 0
5927	36	110034.5625	1864.44314638	112851	106752	D-edges 119 	D-max-degree 17 	D-min-degree 8 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 18 	NSUC.disc 9 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 9 	NSUC.conn 0
5926	4Y	109697.3125	1531.50864015	113035	106890	D-edges 117 	D-max-degree 17 	D-min-degree 8 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 18 	NSUC.disc 9 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 9 	NSUC.conn 0
5925	43	109648.625	3012.10206656	113727	102602	D-edges 113 	D-max-degree 15 	D-min-degree 8 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 18 	NSUC.disc 8 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 8 	NSUC.conn 0
5924	YN	109430.75	1884.07203618	113568	106470	D-edges 117 	D-max-degree 17 	D-min-degree 8 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 18 	NSUC.disc 9 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 9 	NSUC.conn 0
5923	WN	109400.5625	1655.84879929	113943	105527	D-edges 117 	D-max-degree 16 	D-min-degree 8 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 18 	NSUC.disc 9 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 9 	NSUC.conn 0
5922	3Y	108954.25	1321.82702632	111270	106567	D-edges 117 	D-max-degree 17 	D-min-degree 8 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 18 	NSUC.disc 9 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 9 	NSUC.conn 0
5921	SQ	108436.1875	1632.27173821	111193	105535	D-edges 121 	D-max-degree 18 	D-min-degree 8 	D-max-in-degree 10 	D-min-in-degree 3 	D-max-out-degree 10 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 18 	NSUC.disc 9 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 9 	NSUC.conn 0
5920	7N	107597.0625	1565.81681834	110912	104814	D-edges 114 	D-max-degree 16 	D-min-degree 7 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 10 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 17 	NSUC.disc 7 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 7 	NSUC.conn 0
5919	TD	107391.8125	1446.52956325	109640	105260	D-edges 120 	D-max-degree 18 	D-min-degree 8 	D-max-in-degree 10 	D-min-in-degree 3 	D-max-out-degree 10 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 18 	NSUC.disc 9 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 9 	NSUC.conn 0
5918	3C	107347.875	1293.53338162	109684	104764	D-edges 116 	D-max-degree 17 	D-min-degree 7 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 18 	NSUC.disc 9 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 9 	NSUC.conn 0
5917	TV	107323.125	1812.16927586	110191	103878	D-edges 120 	D-max-degree 18 	D-min-degree 8 	D-max-in-degree 10 	D-min-in-degree 3 	D-max-out-degree 10 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 18 	NSUC.disc 9 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 9 	NSUC.conn 0
5916	6B	106973.625	1601.13092356	110844	104383	D-edges 117 	D-max-degree 16 	D-min-degree 7 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 18 	NSUC.disc 9 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 9 	NSUC.conn 0
5915	S6	106557.9375	1370.54658206	108756	104403	D-edges 118 	D-max-degree 15 	D-min-degree 8 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 13 	NSUC.disc 7 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 7 	NSUC.conn 0
5914	UA	106384.25	1822.60004869	109396	102933	D-edges 109 	D-max-degree 15 	D-min-degree 7 	D-max-in-degree 7 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 16 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0
5913	P5	106067.5	1055.12546647	107927	104420	D-edges 110 	D-max-degree 16 	D-min-degree 7 	D-max-in-degree 9 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 17 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0
5912	2S	105977.1875	1781.32026945	108813	101798	D-edges 119 	D-max-degree 17 	D-min-degree 8 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 18 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 18 	NSUC.disc 9 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 9 	NSUC.conn 0
5911	YG	105881.0625	1586.31741262	109803	103991	D-edges 113 	D-max-degree 16 	D-min-degree 6 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 15 	NSUC.disc 9 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 9 	NSUC.conn 0
5910	SI	105113.3125	1343.4958466	107256	103074	D-edges 115 	D-max-degree 16 	D-min-degree 7 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 14 	NSUC.disc 7 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 7 	NSUC.conn 0
5909	L5	104950.375	1213.12905718	106659	102859	D-edges 117 	D-max-degree 16 	D-min-degree 8 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 14 	NSUC.disc 7 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 7 	NSUC.conn 0
5908	RT	104907.25	1669.43914609	107299	101345	D-edges 127 	D-max-degree 17 	D-min-degree 8 	D-max-in-degree 11 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 18 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 17 	NSUC.disc 9 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 9 	NSUC.conn 0
5907	SS	104894.625	1905.55234365	108396	101809	D-edges 118 	D-max-degree 17 	D-min-degree 9 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 14 	NSUC.disc 7 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 7 	NSUC.conn 0
5906	AAZ	104881.5	1193.29732255	106753	102701	D-edges 115 	D-max-degree 15 	D-min-degree 7 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 17 	NSUC.disc 8 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 8 	NSUC.conn 0
5905	ST	104647.125	1765.00332418	106889	101290	D-edges 118 	D-max-degree 16 	D-min-degree 8 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 14 	NSUC.disc 7 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 7 	NSUC.conn 0
5904	SP	104613.8125	1180.17261549	106517	101843	D-edges 117 	D-max-degree 17 	D-min-degree 9 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 14 	NSUC.disc 7 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 7 	NSUC.conn 0
5903	UM	104497.4375	1545.14012183	107833	101333	D-edges 121 	D-max-degree 21 	D-min-degree 6 	D-max-in-degree 11 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 2 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 13 	NSUC.disc 8 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 8 	NSUC.conn 0
5902	RX	104250.125	1531.98722559	105998	100277	D-edges 118 	D-max-degree 16 	D-min-degree 8 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 13 	NSUC.disc 7 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 7 	NSUC.conn 0
5901	XP	104120.25	2130.07319416	107188	98982	D-edges 117 	D-max-degree 17 	D-min-degree 8 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 18 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0
5900	RA	104105.1875	1533.72704623	106482	100474	D-edges 119 	D-max-degree 16 	D-min-degree 8 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 14 	NSUC.disc 7 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 7 	NSUC.conn 0
5899	TF	103991.4375	1879.85574476	106608	100658	D-edges 118 	D-max-degree 16 	D-min-degree 8 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 14 	NSUC.disc 7 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 7 	NSUC.conn 0
5898	RB	103941.3125	1376.97947147	106119	101781	D-edges 117 	D-max-degree 16 	D-min-degree 8 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 14 	NSUC.disc 9 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 9 	NSUC.conn 0
5897	3X	103826.3125	1759.24407484	107432	100130	D-edges 120 	D-max-degree 17 	D-min-degree 9 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 19 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 18 	NSUC.disc 9 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 9 	NSUC.conn 0
5896	4H	103651.1875	998.185116771	105174	101969	D-edges 121 	D-max-degree 17 	D-min-degree 9 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 8 	D-min-out-degree 3 	D-diameter-from0 2 	UR-edges 16 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 18 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0
5895	TT	103457.75	1694.81490509	106983	101148	D-edges 115 	D-max-degree 17 	D-min-degree 8 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 18 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0
5894	SE	103368.3125	1737.40135399	106812	99277	D-edges 123 	D-max-degree 17 	D-min-degree 8 	D-max-in-degree 9 	D-min-in-degree 4 	D-max-out-degree 10 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 15 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0
5893	RG	103211.3125	2109.49436236	107872	99234	D-edges 120 	D-max-degree 15 	D-min-degree 7 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 13 	NSUC.disc 10 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 10 	NSUC.conn 0
5892	OH	103137.125	1170.66561595	105057	101074	D-edges 118 	D-max-degree 16 	D-min-degree 8 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 14 	NSUC.disc 9 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 9 	NSUC.conn 0
5891	QU	103095.5	1440.92730559	105725	101041	D-edges 116 	D-max-degree 16 	D-min-degree 8 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 14 	NSUC.disc 9 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 9 	NSUC.conn 0
5890	UU	102535.1875	1765.49416661	106277	99302	D-edges 119 	D-max-degree 16 	D-min-degree 8 	D-max-in-degree 10 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 15 	NSUC.disc 9 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 9 	NSUC.conn 0
5889	QI	102446.1875	1902.90709241	106088	99114	D-edges 122 	D-max-degree 17 	D-min-degree 8 	D-max-in-degree 9 	D-min-in-degree 4 	D-max-out-degree 10 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 15 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0
5888	SV	102060.1875	1007.16279833	103741	100307	D-edges 114 	D-max-degree 17 	D-min-degree 7 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 17 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0
5887	R2	101459.875	1180.38361746	104363	99080	D-edges 115 	D-max-degree 16 	D-min-degree 8 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 11 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0
5886	3O	101409.9375	1555.99973766	104295	98286	D-edges 120 	D-max-degree 17 	D-min-degree 9 	D-max-in-degree 9 	D-min-in-degree 3 	D-max-out-degree 10 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 5 	DD 19 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0
5885	QL	101271.875	1083.35998605	103081	99954	D-edges 115 	D-max-degree 16 	D-min-degree 9 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 15 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0
5884	TU	101078.875	1538.63579491	103798	99100	D-edges 120 	D-max-degree 16 	D-min-degree 8 	D-max-in-degree 9 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 17 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 14 	NSUC.disc 8 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 8 	NSUC.conn 0
5883	PY	100914.0625	898.918966645	102218	99197	D-edges 114 	D-max-degree 15 	D-min-degree 9 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 15 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0
5882	O7	100852.125	1541.96886621	104817	98370	D-edges 114 	D-max-degree 16 	D-min-degree 8 	D-max-in-degree 8 	D-min-in-degree 1 	D-max-out-degree 8 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 16 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 6 	DD 15 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0
5881	RS	100819.0625	1442.02312173	103808	98385	D-edges 112 	D-max-degree 16 	D-min-degree 8 	D-max-in-degree 8 	D-min-in-degree 3 	D-max-out-degree 10 	D-min-out-degree 3 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 3 	UR-min-degree 0 	UR-connected 0 	UR-components 7 	DD 15 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0
5880	RQ	100569.875	1620.92018137	104231	97957	D-edges 120 	D-max-degree 15 	D-min-degree 7 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 10 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 15 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 13 	NSUC.disc 8 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 8 	NSUC.conn 0
5879	QT	100426.125	788.656284052	102530	99372	D-edges 113 	D-max-degree 16 	D-min-degree 7 	D-max-in-degree 8 	D-min-in-degree 2 	D-max-out-degree 9 	D-min-out-degree 1 	D-diameter-from0 3 	UR-edges 14 	UR-max-degree 4 	UR-min-degree 0 	UR-connected 0 	UR-components 8 	DD 12 	NSUC.disc 6 	CSUC.disc 2 	min_CSUC.disc 3 	all_sinkless_cycles 6 	NSUC.conn 0
